# TOPAS Version: 3.8.p1
# Parameter File: /home/lafrag/Applications/topas/Larissa/teste/bloco3.txt
# Results for scorer: DoseNaCaixa
# Scored in component: Dosimetro
# X in 1 bin  of 1 cm
# Y in 1 bin  of 1 cm
# Z in 300 bins of 0.1 cm
# DoseToMedium ( Gy ) : Mean   Standard_Deviation   
0, 0, 0, 1.158142608795072e-12, 2.217149531622495e-11
0, 0, 1, 1.208906929171531e-12, 2.131083809890382e-11
0, 0, 2, 1.243519125382547e-12, 2.220505423147418e-11
0, 0, 3, 1.273159328665911e-12, 2.291054415818808e-11
0, 0, 4, 1.304493020384308e-12, 2.369909989125026e-11
0, 0, 5, 1.330991751154069e-12, 2.428052534664172e-11
0, 0, 6, 1.357888036666282e-12, 2.492393423205617e-11
0, 0, 7, 1.390889731382947e-12, 2.570689241967349e-11
0, 0, 8, 1.419459180221122e-12, 2.639667295757176e-11
0, 0, 9, 1.451461667863429e-12, 2.72508844786244e-11
0, 0, 10, 1.481507302926843e-12, 2.805402103946434e-11
0, 0, 11, 1.507491961856682e-12, 2.877594168704994e-11
0, 0, 12, 1.52855425413262e-12, 2.951054763015262e-11
0, 0, 13, 1.545750396344272e-12, 3.013317060276941e-11
0, 0, 14, 1.55345140459957e-12, 3.068768404055113e-11
0, 0, 15, 1.554964331712382e-12, 3.124812459335349e-11
0, 0, 16, 1.535417823339413e-12, 3.138396268990374e-11
0, 0, 17, 1.507582211103539e-12, 3.145479898045108e-11
0, 0, 18, 1.467068114948751e-12, 3.139555025174272e-11
0, 0, 19, 1.407346003501804e-12, 3.105058904472939e-11
0, 0, 20, 1.325078959770825e-12, 3.017485988721661e-11
0, 0, 21, 1.235683660043335e-12, 2.934363505560214e-11
0, 0, 22, 1.129529083045288e-12, 2.8126442852587e-11
0, 0, 23, 1.014740664035817e-12, 2.679373682971865e-11
0, 0, 24, 8.923815584693101e-13, 2.51447693007115e-11
0, 0, 25, 7.588112112859873e-13, 2.318507294395104e-11
0, 0, 26, 6.280118022012636e-13, 2.103001273120069e-11
0, 0, 27, 5.017034398820957e-13, 1.878105951442099e-11
0, 0, 28, 3.860092683490877e-13, 1.649447062007815e-11
0, 0, 29, 2.788096230727235e-13, 1.389367610947733e-11
0, 0, 30, 1.903910773835195e-13, 1.138131035165956e-11
0, 0, 31, 1.244005304543332e-13, 9.071380215615525e-12
0, 0, 32, 7.579529493413467e-14, 6.97358388340971e-12
0, 0, 33, 4.544452554595497e-14, 5.25734332341312e-12
0, 0, 34, 2.72143425473721e-14, 3.942638516112696e-12
0, 0, 35, 1.807346029317294e-14, 3.135837290566317e-12
0, 0, 36, 1.354602266588855e-14, 2.598707425319169e-12
0, 0, 37, 1.201634756385093e-14, 2.387090378815311e-12
0, 0, 38, 1.170483885141173e-14, 2.423907535782614e-12
0, 0, 39, 1.159126450763766e-14, 2.393706777960491e-12
0, 0, 40, 1.11548339482254e-14, 2.335036000903519e-12
0, 0, 41, 1.108576077412201e-14, 2.355297839460572e-12
0, 0, 42, 1.138378650023203e-14, 2.405921580693392e-12
0, 0, 43, 1.119822526938016e-14, 2.381796611802166e-12
0, 0, 44, 1.087848568312426e-14, 2.305402097779318e-12
0, 0, 45, 1.108557136426033e-14, 2.436895399101579e-12
0, 0, 46, 1.065653191676304e-14, 2.342966729137459e-12
0, 0, 47, 1.067311677653471e-14, 2.336233612796934e-12
0, 0, 48, 1.055644583304073e-14, 2.313415387335201e-12
0, 0, 49, 1.039250900297908e-14, 2.230520583352575e-12
0, 0, 50, 1.016843902662807e-14, 2.221351336080384e-12
0, 0, 51, 1.029215768751868e-14, 2.230207170637601e-12
0, 0, 52, 9.902304348540024e-15, 2.215206833745064e-12
0, 0, 53, 9.927639270550851e-15, 2.199096755365279e-12
0, 0, 54, 9.826248173274369e-15, 2.249284120140551e-12
0, 0, 55, 1.008650874903042e-14, 2.298117151922544e-12
0, 0, 56, 9.724762052095766e-15, 2.147320365634011e-12
0, 0, 57, 9.454701936945206e-15, 2.191378704530034e-12
0, 0, 58, 9.494237704861527e-15, 2.156785617049799e-12
0, 0, 59, 9.422546180184606e-15, 2.181620466437477e-12
0, 0, 60, 9.314220606898611e-15, 2.124714470725793e-12
0, 0, 61, 9.526604376554767e-15, 2.214915368797852e-12
